,Age,Gender,City,Position,Years of experience,Seniority level,Salary_in_EUR,Main language at work,Company size,Company type,Year
704,30,Male,STUTTGART,SOFTWARE ENGINEER,8.0,MIDDLE,71000.0,English,101-1000,PRODUCT,2020
705,29,Male,BERLIN,MOBILE DEVELOPER,5.0,SENIOR,65000.0,English,101-1000,PRODUCT,2020
706,41,Male,BERLIN,SOFTWARE ENGINEER,18.0,SENIOR,120000.0,English,up to 10,STARTUP,2020
707,38,Male,STUTTGART ,BACKEND DEVELOPER,4.0,MIDDLE,43000.0,English,up to 10,CONSULTING / AGENCY,2020
708,32,Male,FRANKFURT,SOFTWARE ENGINEER,18.0,SENIOR,81000.0,English,1000+,PRODUCT,2020
709,29,Male,DÜSSELDORF,FRONTEND DEVELOPER,6.0,MIDDLE,55000.0,German,11-50,PRODUCT,2020
710,35,Male,BERLIN,QA ENGINEER,12.0,SENIOR,63000.0,English,101-1000,PRODUCT,2020
711,41,Male,MUNICH,SOFTWARE ENGINEER,19.0,SENIOR,75000.0,English,101-1000,PRODUCT,2020
712,29,Male,BARCELONA,DATA SCIENTIST,0.0,JUNIOR,22000.0,English,51-100,PRODUCT,2020
713,26,Female,DUSSELDORF,BI CONSULTANT SAP/ DATA ENGINEER,5.0,MIDDLE,65000.0,German,up to 10,STARTUP,2020
714,32,Male,PARIS,DEVOPS,12.0,SENIOR,62000.0,English,1000+,PRODUCT,2020
715,30,Male,BERLIN,DATA ENGINEER,6.0,MIDDLE,65000.0,English,1000+,PRODUCT,2020
716,26,Male,LONDON,DEVOPS,3.0,MIDDLE,37000.0,English,51-100,PRODUCT,2020
717,35,Female,MUNICH,BACKEND DEVELOPER,4.0,MIDDLE,51000.0,German,101-1000,INSURANCE,2020
718,47,Male,BÖLINGEN,SOFTWARE ENGINEER,25.0,"NO IDEA, THERE ARE NO RANGES IN THE FIRM ",70000.0,German,11-50,CONSULTING / AGENCY,2020
719,33,Male,BERLIN,BACKEND DEVELOPER,10.0,HEAD,93000.0,English,101-1000,STARTUP,2020
720,44,Male,KYIV,BUSINESS ANALYST,15.0,HEAD,60000.0,English,101-1000,CONSULTING / AGENCY,2020
721,40,Male,BERLIN,BACKEND DEVELOPER,13.0,SENIOR,72000.0,English,51-100,STARTUP,2020
722,32,Male,BERLIN,FRONTEND DEVELOPER,13.0,SENIOR,70000.0,English,11-50,PRODUCT,2020
723,33,Male,DUSSELDORF,DATA SCIENTIST,2.0,LEAD,70000.0,English,1000+,PRODUCT,2020
724,32,Male,MUNICH,FRONTEND DEVELOPER,8.0,SENIOR,65000.0,English,1000+,PRODUCT,2020
725,26,Male,BERLIN,DATA ENGINEER,4.0,MIDDLE,51000.0,English,11-50,CONSULTING / AGENCY,2020
726,32,Male,BERLIN,DEVOPS,10.0,SENIOR,90000.0,English,1000+,PRODUCT,2020
727,22,Diverse,COLOGNE,QA ENGINEER,1.0,HEAD,159000.0,German,1000+,PRODUCT,2020
728,43,Male,BERLIN,ENGINEERING MANAGER,20.0,LEAD,105000.0,English,1000+,PRODUCT,2020
729,33,Male,MUNICH,SOFTWARE ENGINEER,11.0,SENIOR,80000.0,English,101-1000,PRODUCT,2020
730,35,Female,FRANKFURT,SOFTWARE ENGINEER,1.0,JUNIOR,50000.0,German,51-100,CONSULTING / AGENCY,2020
731,28,Male,MUNICH,FRONTEND DEVELOPER,5.0,MIDDLE,72000.0,German,11-50,PRODUCT,2020
732,36,Male,MUNICH,DEVOPS,16.0,SENIOR,105000.0,English,1000+,PRODUCT,2020
733,27,Male,MUNICH,DATA ENGINEER,2.0,JUNIOR,49000.0,German,11-50,CONSULTING / AGENCY,2020
734,36,Male,BERLIN,BACKEND DEVELOPER,4.0,MIDDLE,55000.0,English,101-1000,PRODUCT,2020
735,38,Male,BERLIN,BACKEND DEVELOPER,5.0,MIDDLE,66000.0,English,101-1000,PRODUCT,2020
736,28,Male,BERLIN,MOBILE DEVELOPER,6.0,MIDDLE,85000.0,English,1000+,PRODUCT,2020
737,25,Male,BERLIN,MOBILE DEVELOPER,8.0,SENIOR,85000.0,English,51-100,STARTUP,2020
738,30,Male,BERLIN,FRONTEND DEVELOPER,6.0,SENIOR,79000.0,English,1000+,PRODUCT,2020
739,42,Female,BERLIN,QA ENGINEER,10.0,MIDDLE,42000.0,English,11-50,STARTUP,2020
740,30,Male,BERLIN,BACKEND DEVELOPER,8.0,MIDDLE,74000.0,English,1000+,PRODUCT,2020
741,28,Male,BERLIN,BACKEND DEVELOPER,8.0,LEAD,67000.0,English,51-100,STARTUP,2020
742,32,Female,BERLIN,DEVOPS,9.0,MIDDLE,74000.0,English,101-1000,PRODUCT,2020
743,29,Male,BERLIN,FRONTEND DEVELOPER,3.0,MIDDLE,48000.0,English,51-100,CONSULTING / AGENCY,2020
744,30,Female,KARLSRUHE,PRODUCT MANAGER,8.0,MIDDLE,57760.0,English,11-50,PRODUCT,2020
745,35,Male,BERLIN,SOFTWARE ENGINEER,13.0,LEAD,103000.0,English,101-1000,STARTUP,2020
746,33,Male,BERLIN,FRONTEND DEVELOPER,10.0,SENIOR,74000.0,English,101-1000,STARTUP,2020
747,34,Male,BERLIN,BACKEND DEVELOPER,13.0,SENIOR,70000.0,English,101-1000,PRODUCT,2020
748,25,Male,BERLIN,BACKEND DEVELOPER,6.0,SENIOR,86000.0,English,101-1000,STARTUP,2020
749,42,Female,BERLIN,QA ENGINEER,5.0,MIDDLE,46000.0,English,51-100,PRODUCT,2020
750,25,Female,TAMPERE (FINLAND),COMPUTER VISION RESEARCHER,3.0,JUNIOR,23000.0,English,51-100,SCIENCE INSTITUTE ,2020
751,40,Male,BERLIN,BACKEND DEVELOPER,14.0,LEAD,135000.0,English,101-1000,PRODUCT,2020
752,33,Male,HEIDELBERG,SOFTWARE ENGINEER,11.0,SENIOR,80000.0,English,101-1000,RESEARCH INSTITUTE,2020
753,39,Male,COLOGNE,TEAMLEAD,12.0,HEAD,75000.0,German,up to 10,STARTUP,2020
754,24,Male,BERLIN,SOFTWARE ENGINEER,2.0,JUNIOR,50000.0,German,1000+,PRODUCT,2020
755,24,Female,PRAGUE,SOFTWARE ENGINEER,3.0,MIDDLE,29000.0,English,11-50,STARTUP,2020
756,39,Male,BERLIN,ENGINEERING MANAGER,15.0,LEAD,78000.0,German,101-1000,PRODUCT,2020
757,33,Male,AMSTERDAM,BACKEND DEVELOPER,8.0,SENIOR,75000.0,English,11-50,PRODUCT,2020
758,26,Male,BERLIN,BACKEND DEVELOPER,2.5,MIDDLE,60000.0,English,101-1000,PRODUCT,2020
759,29,Male,BERLIN,SOFTWARE ENGINEER,6.0,MIDDLE,70000.0,English,1000+,PRODUCT,2020
760,29,Female,BERLIN,SOFTWARE ENGINEER,5.0,MIDDLE,55000.0,English,11-50,STARTUP,2020
761,32,Male,PRAGUE,SOFTWARE ENGINEER,8.0,SENIOR,36000.0,Czech,1000+,PRODUCT,2020
762,34,Male,HANNOVER,HARDWARE ENGINEER,12.0,SENIOR,56000.0,English,up to 10,PRODUCT,2020
763,30,Male,BERLIN,BACKEND DEVELOPER,9.0,HEAD,85000.0,English,51-100,STARTUP,2020
764,31,Male,BERLIN,ML ENGINEER,7.0,MIDDLE,80000.0,English,1000+,PRODUCT,2020
765,33,Male,BERLIN,MOBILE DEVELOPER,8.0,SENIOR,75000.0,English,1000+,PRODUCT,2020
766,31,Female,BERLIN,SOFTWARE ENGINEER,1.0,JUNIOR,57000.0,English,1000+,RETAIL,2020
767,36,Male,FRANKFURT,SOFTWARE ENGINEER,16.0,MIDDLE,65000.0,German,51-100,CONSULTING / AGENCY,2020
768,30,Male,BERLIN,DEVOPS,7.0,MIDDLE,80000.0,English,1000+,STARTUP,2020
769,30,Male,BERLIN,MOBILE DEVELOPER,8.0,SENIOR,60000.0,English,up to 10,CONSULTING / AGENCY,2020
770,27,Male,BUCHAREST,QA ENGINEER,1.0,JUNIOR,11000.0,English,1000+,PRODUCT,2020
771,39,Male,BERLIN,SOFTWARE ENGINEER,19.0,SENIOR,87000.0,English,11-50,STARTUP,2020
772,30,Male,MUNICH,SOFTWARE ENGINEER,10.0,SENIOR,79000.0,English,11-50,PRODUCT,2020
773,32,Male,BERLIN,SOFTWARE ENGINEER,11.0,SENIOR,100000.0,English,1000+,PRODUCT,2020
774,35,Male,BERLIN,BACKEND DEVELOPER,12.0,SENIOR,54000.0,English,101-1000,PRODUCT,2020
775,34,Male,BERLIN,DATA SCIENTIST,6.0,SENIOR,80000.0,English,1000+,PRODUCT,2020
776,26,Male,BERLIN,DATA SCIENTIST,4.0,MIDDLE,60000.0,English,1000+,ECOMMERCE,2020
777,29,Male,HELSINKI,MOBILE DEVELOPER,7.0,SENIOR,64000.0,English,51-100,CONSULTING / AGENCY,2020
779,31,Male,BERLIN,SOFTWARE ENGINEER,12.0,SENIOR,60000.0,English,1000+,PRODUCT,2020
780,30,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,73000.0,English,51-100,STARTUP,2020
781,33,Male,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,80000.0,English,1000+,PRODUCT,2020
782,28,Male,BERLIN,DATA ENGINEER,6.0,MIDDLE,83000.0,English,1000+,PRODUCT,2020
783,33,Male,PRAGUE,DESIGNER (UI/UX),7.0,SENIOR,42000.0,English,1000+,PRODUCT,2020
784,35,Male,DÜSSELDORF,DATA SCIENTIST,3.0,MIDDLE,68000.0,English,51-100,E-COMMERCE,2020
785,35,Male,BERLIN,CONSULTANT,16.0,SENIOR,100000.0,English,1000+,PRODUCT,2020
786,31,Male,BERLIN,SOFTWARE ENGINEER,8.0,SENIOR,80000.0,English,1000+,PRODUCT,2020
787,32,Male,SIEGEN,SOFTWARE ENGINEER,13.0,JUNIOR,48000.0,English,51-100,PRODUCT,2020
788,38,Male,BERLIN,SOFTWARE ENGINEER,15.0,SENIOR,75000.0,English,101-1000,PRODUCT,2020
789,29,Male,BERLIN,ENGINEERING MANAGER,9.0,LEAD,85000.0,English,101-1000,PRODUCT,2020
790,33,Male,BERLIN,BACKEND DEVELOPER,13.0,SENIOR,110000.0,English,101-1000,PRODUCT,2020
791,30,Male,BERLIN,DEVOPS,7.0,SENIOR,70000.0,English,101-1000,PRODUCT,2020
792,28,Male,BERLIN,FULLSTACK DEVELOPER,6.0,SENIOR,75000.0,English,11-50,STARTUP,2020
793,32,Male,BERLIN,SENIOR DATA ENGINEER,9.0,SENIOR,90000.0,English,51-100,STARTUP,2020
794,39,Male,BERLIN,FRONTEND DEVELOPER,10.0,SENIOR,85000.0,English,101-1000,PRODUCT,2020
795,31,Male,MINSK,FRONTEND DEVELOPER,6.0,SENIOR,110000.0,English,11-50,PRODUCT,2020
796,33,Male,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,110000.0,English,101-1000,PRODUCT,2020
797,30,Male,BERLIN,QA ENGINEER,8.0,SENIOR,68000.0,English,51-100,STARTUP,2020
798,39,Female,MUNICH,DEVOPS,11.0,LEAD,93000.0,German,1000+,PRODUCT,2020
799,30,Female,DÜSSELDORF ,ANALYST,2.0,JUNIOR,45000.0,English,1000+,PRODUCT,2020
800,37,Male,MUNICH,SOFTWARE ENGINEER,15.0,SENIOR,80000.0,German,51-100,CONSULTING / AGENCY,2020
801,42,Male,BERLIN,SOFTWARE ENGINEER,20.0,SENIOR,65000.0,English,101-1000,STARTUP,2020
802,28,Male,MUNICH,IT MANAGER,6.0,MIDDLE,65000.0,English,51-100,CONSULTING / AGENCY,2020
803,31,Male,NUREMBERG,QA ENGINEER,9.0,MIDDLE,60000.0,English,1000+,PRODUCT,2020
805,34,Female,BERLIN,QA ENGINEER,11.0,SENIOR,60000.0,German,1000+,PRODUCT,2020
806,38,Male,BERLIN,HEAD OF IT ,15.0,HEAD,80000.0,English,101-1000,PRODUCT,2020
807,35,Male,BERLIN,ENGINEERING MANAGER,20.0,LEAD,85000.0,English,11-50,PRODUCT,2020
808,31,Male,MUNICH,SOFTWARE ENGINEER,14.0,SENIOR,75000.0,English,101-1000,CONSULTING / AGENCY,2020
809,37,Male,BERLIN,SOFTWARE ENGINEER,11.0,SENIOR,73000.0,English,101-1000,PRODUCT,2020
810,37,Male,BERLIN,BACKEND DEVELOPER,12.0,LEAD,90000.0,English,11-50,PRODUCT,2020
811,34,Male,BERLIN,MOBILE DEVELOPER,9.0,SENIOR,80000.0,English,1000+,PRODUCT,2020
812,25,Male,MARSEILLE,DATA SCIENTIST,1.0,JUNIOR,42000.0,English,up to 10,STARTUP,2020
813,42,Male,FRIEDRICHSHAFEN,SOFTWARE ENGINEER,20.0,SENIOR,70000.0,English,101-1000,PRODUCT,2020
814,35,Female,BERLIN,PRODUCT MANAGER,13.0,SENIOR,85000.0,English,101-1000,PRODUCT,2020
815,37,Male,BERLIN,QA ENGINEER,8.0,MIDDLE,54000.0,German,101-1000,PRODUCT,2020
816,33,Female,BERLIN,DATA SCIENTIST,8.0,SENIOR,77000.0,English,1000+,PRODUCT,2020
817,26,Female,MOSCOW,FRONTEND DEVELOPER,6.0,SENIOR,33000.0,Russian,101-1000,PRODUCT,2020
818,46,Male,STUTTGART,SOFTWARE ENGINEER,13.0,MIDDLE,70000.0,English,1000+,PRODUCT,2020
819,30,Male,BERLIN,DEVOPS,11.0,SENIOR,80000.0,English,101-1000,PRODUCT,2020
820,34,Male,BERLIN,LEAD SOFTWARE DEVELOPER,13.0,LEAD,65000.0,English,51-100,PRODUCT,2020
821,35,Male,BERLIN,SOFTWARE ENGINEER,15.0,SENIOR,85000.0,English,11-50,PRODUCT,2020
822,27,Male,BERLIN,BACKEND DEVELOPER,4.0,SENIOR,70000.0,English,11-50,STARTUP,2020
823,31,Male,BERLIN,SOFTWARE ENGINEER,7.0,LEAD,80000.0,English,1000+,PRODUCT,2020
824,24,Male,BERLIN,SOFTWARE ENGINEER,2.0,JUNIOR,60000.0,German,up to 10,CONSULTING / AGENCY,2020
825,28,Male,BERLIN,DATA ENGINEER,7.0,SENIOR,90000.0,English,101-1000,STARTUP,2020
826,42,Male,BERLIN,BACKEND DEVELOPER,18.0,MIDDLE,53000.0,English,11-50,PRODUCT,2020
827,27,Male,BERLIN,DATA SCIENTIST,5.0,MIDDLE,55000.0,English,51-100,PRODUCT,2020
828,30,Male,HANNOVER,SOFTWARE ENGINEER,5.0,MIDDLE,45000.0,English,up to 10,STARTUP,2020
829,32,Male,BERLIN,DATA ENGINEER,11.0,MIDDLE,68000.0,English,1000+,PRODUCT,2020
830,26,Male,BERLIN,SOFTWARE ENGINEER,2.0,MIDDLE,58000.0,English,1000+,CONSULTING / AGENCY,2020
831,37,Male,WALLDORF,ML ENGINEER,15.0,LEAD,80000.0,English,1000+,PRODUCT,2020
832,32,Male,HAMBURG,SOFTWARE ENGINEER,12.0,SENIOR,80000.0,German,1000+,CONSULTING / AGENCY,2020
833,39,Male,MUNICH,SOFTWARE ENGINEER,8.0,SENIOR,130000.0,English,1000+,PRODUCT,2020
834,26,Female,BERLIN,TECH RECRUITING,2.5,MIDDLE,40000.0,English,101-1000,PRODUCT,2020
835,30,Male,HAMBURG,DATA SCIENTIST,5.0,HEAD,80000.0,English,11-50,STARTUP,2020
836,44,Male,FRANKFURT,SOFTWARE ENGINEER,10.0,SENIOR,75000.0,Russian,101-1000,PRODUCT,2020
837,26,Male,MUNICH,ML ENGINEER,5.0,SENIOR,180000.0,German,up to 10,CONSULTING / AGENCY,2020
838,30,Male,MUNICH,SOFTWARE ENGINEER,10.0,SENIOR,151872.0,English,1000+,STARTUP,2020
839,26,Male,EINDHOVEN,ML ENGINEER,3.0,MIDDLE,48000.0,English,101-1000,PRODUCT,2020
840,25,Female,MUNICH,ML ENGINEER,1.0,JUNIOR,57000.0,English,1000+,PRODUCT,2020
841,34,Male,FRANCE,DATA SCIENTIST,11.0,SENIOR,80000.0,French,1000+,CONSULTING / AGENCY,2020
842,38,Female,REGENSBURG,ML ENGINEER,3.0,MIDDLE,65000.0,German,1000+,PRODUCT,2020
843,40,Male,BERLIN,PRODUCT MANAGER,13.0,HEAD,90000.0,English,1000+,PRODUCT,2020
844,28,Male,FRANKFURT,MOBILE DEVELOPER,5.0,SENIOR,50000.0,English,11-50,CONSULTING / AGENCY,2020
845,29,Female,BERLIN,DATA SCIENTIST,2.0,JUNIOR,52000.0,German,up to 10,CONSULTING / AGENCY,2020
846,30,Female,BERLIN,ML ENGINEER,5.0,MIDDLE,51000.0,English,11-50,STARTUP,2020
847,28,Male,"WARSAW, POLAND",SOFTWARE ENGINEER,6.0,MIDDLE,52800.0,English,51-100,CONSULTING / AGENCY,2020
848,32,Female,BERLIN,DATA SCIENTIST,1.0,JUNIOR,55000.0,English,1000+,PRODUCT,2020
849,42,Male,BERLIN,SOFTWARE ENGINEER,12.0,LEAD,95000.0,English,101-1000,PRODUCT,2020
850,27,Male,BERLIN,ML ENGINEER,5.0,SENIOR,70000.0,English,1000+,PRODUCT,2020
851,29,Male,MUNICH,DATA SCIENTIST,4.0,MIDDLE,61500.0,English,11-50,CONSULTING / AGENCY,2020
852,29,Male,MUNICH,SOFTWARE ENGINEER,4.0,MIDDLE,78000.0,English,1000+,SEMICONDUCTOR,2020
854,27,Female,BERLIN,BACKEND DEVELOPER,1.0,JUNIOR,42000.0,German,101-1000,PRODUCT,2020
855,36,Male,BERLIN,CTO,15.0,C-LEVEL,150000.0,German,101-1000,MEDIA,2020
856,37,Male,MUNICH,SOFTWARE ENGINEER,14.0,HEAD,84000.0,English,up to 10,PRODUCT,2020
857,31,Male,AMSTERDAM,DATA SCIENTIST,10.0,LEAD,100000.0,English,11-50,PRODUCT,2020
858,35,Male,BERLIN,DATA ANALYST,5.0,MIDDLE,49000.0,English,101-1000,PRODUCT,2020
859,27,Male,BERLIN,DATA SCIENTIST,4.0,JUNIOR,60000.0,English,51-100,CONSULTING / AGENCY,2020
860,29,Male,MUNICH,DATA ANALYST ,6.0,MIDDLE,68000.0,English,101-1000,PRODUCT,2020
861,36,Male,BERLIN,BACKEND DEVELOPER,5.0,SENIOR,70000.0,English,101-1000,STARTUP,2020
862,33,Male,MUNICH,BACKEND DEVELOPER,10.0,SENIOR,70000.0,English,11-50,CONSULTING / AGENCY,2020
863,42,Male,BERLIN,SOFTWARE ENGINEER,12.0,LEAD,95000.0,English,101-1000,PRODUCT,2020
864,32,Female,BERLIN,BI ANALYST ,1.0,JUNIOR,48000.0,English,101-1000,STARTUP,2020
865,30,Male,BERLIN,SOFTWARE ENGINEER,10.0,LEAD,115000.0,English,1000+,CONSULTING / AGENCY,2020
866,29,Female,BERLIN,SOFTWARE ENGINEER,4.0,MIDDLE,60000.0,English,101-1000,CONSULTING / AGENCY,2020
867,23,Male,MUNICH,ML ENGINEER,1.0,JUNIOR,49000.0,English,101-1000,PRODUCT,2020
868,35,Female,BERLIN,FRONTEND DEVELOPER,2.0,JUNIOR,40000.0,English,101-1000,STARTUP,2020
869,36,Male,FRANKFURT,SOFTWARE ENGINEER,14.0,SENIOR,81500.0,English,1000+,PRODUCT,2020
870,34,Male,BERLIN,BI DEVELOPER / DATA ENGINEER,10.0,SENIOR,75000.0,English,101-1000,PRODUCT,2020
871,34,Male,BERLIN,DEVOPS,12.0,LEAD,94000.0,English,1000+,PRODUCT,2020
872,31,Male,MUNICH,ML ENGINEER,4.0,SENIOR,100000.0,English,1000+,PRODUCT,2020
873,34,Female,BERLIN,QA ENGINEER,7.0,SENIOR,55000.0,English,101-1000,PRODUCT,2020
874,31,Male,MUNICH,DATA SCIENTIST,10.0,MIDDLE,60000.0,English,101-1000,CONSULTING / AGENCY,2020
875,33,Male,MUNICH,FRONTEND DEVELOPER,14.0,SENIOR,80000.0,German,11-50,PRODUCT,2020
876,33,Male,FRANKFURT,SOFTWARE ENGINEER,8.0,SENIOR,67000.0,English,11-50,PRODUCT,2020
877,33,Male,MUNICH,BACKEND DEVELOPER,12.0,MIDDLE,56000.0,English,101-1000,PRODUCT,2020
878,29,Male,MILAN,DATA SCIENTIST,3.0,MIDDLE,32000.0,English,11-50,STARTUP,2020
879,44,Female,BERLIN,ML ENGINEER,13.0,JUNIOR,45000.0,English,51-100,CONSULTING / AGENCY,2020
880,31,Male,BERLIN,BACKEND DEVELOPER,5.0,SENIOR,77000.0,English,1000+,PRODUCT,2020
881,26,Male,BERLIN,DATA SCIENTIST,2.0,JUNIOR,55000.0,English,1000+,PRODUCT,2020
882,42,Male,BERLIN,SOFTWARE ENGINEER,12.0,LEAD,95000.0,English,101-1000,PRODUCT,2020
883,27,Male,HAMBURG,BACKEND DEVELOPER,3.0,MIDDLE,10001.0,English,11-50,CONSULTING / AGENCY,2020
884,33,Male,BERLIN,PRODUCT MANAGER,5.0,MIDDLE,70000.0,English,1000+,PRODUCT,2020
885,33,Male,HEILBRONN,SENIOR SCRUM MASTER (RTE),7.0,LEAD,90000.0,German,1000+,PRODUCT,2020
886,36,Male,FRANKFURT,QA ENGINEER,9.0,SENIOR,64000.0,English,101-1000,CONSULTING / AGENCY,2020
887,31,Male,BERLIN,BACKEND DEVELOPER,9.0,SENIOR,67473.0,English,101-1000,PRODUCT,2020
888,42,Male,BERLIN,SOFTWARE ENGINEER,12.0,LEAD,95000.0,English,101-1000,PRODUCT,2020
889,30,Male,BERLIN,HEAD OF BI,7.0,HEAD,100000.0,English,101-1000,STARTUP,2020
890,32,Female,BERLIN,QA ENGINEER,10.0,LEAD,65000.0,German,1000+,PRODUCT,2020
891,34,Male,BERLIN,SOFTWARE ENGINEER,16.0,LEAD,91000.0,English,101-1000,STARTUP,2020
892,35,Male,BERLIN,DATA SCIENTIST,15.0,MIDDLE,60000.0,English,101-1000,PRODUCT,2020
893,33,Male,MUNICH,SRE,10.0,SENIOR,79000.0,English,1000+,PRODUCT,2020
894,39,Male,DÜSSELDORF ,TECHNICAL PROJECT MANAGER,12.0,SENIOR,65000.0,German,1000+,CONSULTING / AGENCY,2020
895,39,Female,STUTTGART ,PROJECT MANAGER ,13.0,SENIOR,108000.0,German,1000+,AUTOMOTIVE ,2020
896,25,Female,BERLIN,SUPPORT ENGINEER,2.0,MIDDLE,45000.0,English,1000+,STARTUP,2020
897,34,Male,MUNICH,FRONTEND DEVELOPER,4.0,MIDDLE,66000.0,English,101-1000,PRODUCT,2020
898,28,Male,LONDON,SOFTWARE ENGINEER,8.0,SENIOR,75000.0,English,101-1000,PRODUCT,2020
899,35,Male,BERLIN,FRONTEND DEVELOPER,6.0,MIDDLE,66500.0,English,1000+,PRODUCT,2020
900,38,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,64000.0,German,1000+,PRODUCT,2020
901,34,Male,MUNICH,BACKEND DEVELOPER,13.0,LEAD,105000.0,English,11-50,STARTUP,2020
902,36,Male,DORTMUND,SOFTWARE ENGINEER,8.0,SENIOR,83000.0,English,1000+,PRODUCT,2020
903,30,Female,MUNICH,SOFTWARE ENGINEER,8.0,SENIOR,52000.0,German,1000+,CONSULTING / AGENCY,2020
904,32,Male,BERLIN,SOFTWARE ENGINEER,10.0,SENIOR,62000.0,German,1000+,PRODUCT,2020
905,27,Male,BERLIN,DATA ENGINEER,6.0,MIDDLE,74000.0,English,1000+,PRODUCT,2020
906,27,Male,BERLIN,QA ENGINEER,5.0,MIDDLE,56700.0,English,101-1000,PRODUCT,2020
907,33,Male,BERLIN,SOFTWARE ENGINEER,7.0,MIDDLE,54000.0,English,51-100,STARTUP,2020
908,29,Male,BERLIN,SECURITY ENGINEER,7.0,MIDDLE,72000.0,English,101-1000,PRODUCT,2020
909,30,Female,COLOGNE,DATA SCIENTIST,8.0,SENIOR,85000.0,German_&_English,1000+,UTILITIES,2020
910,25,Male,FRANKFURT,DEVOPS,2.0,JUNIOR,65000.0,English,1000+,CONSULTING / AGENCY,2020
911,38,Male,BERLIN,SOFTWARE ENGINEER,12.0,SENIOR,92000.0,English,1000+,PRODUCT,2020
912,30,Female,JENA,SOFTWARE ENGINEER,4.0,MIDDLE,54000.0,English,101-1000,INSTITUTE,2020
913,24,Male,BERLIN,ML ENGINEER,3.0,SENIOR,90000.0,English,1000+,STARTUP,2020
914,34,Male,CITY IN RUSSIA,SOFTWARE ARCHITECT,14.0,LEAD,100000.0,English,51-100,PRODUCT,2020
915,29,Male,BERLIN,FRONTEND DEVELOPER,8.0,SENIOR,77250.0,English,101-1000,PRODUCT,2020
916,27,Male,BERLIN,BACKEND DEVELOPER,3.0,MIDDLE,57000.0,English,51-100,PRODUCT,2020
917,36,Male,BERLIN,SOFTWARE ENGINEER,5.0,MIDDLE,60000.0,English,101-1000,STARTUP,2020
918,43,Male,BERLIN,SOFTWARE ENGINEER,20.0,MIDDLE,70000.0,English,1000+,PRODUCT,2020
919,32,Male,MUNICH,FRONTEND DEVELOPER,10.0,LEAD,80000.0,English,11-50,STARTUP,2020
920,28,Male,BERLIN,ML ENGINEER,0.0,JUNIOR,48000.0,English,11-50,STARTUP,2020
921,36,Male,NUREMBERG,SOFTWARE ENGINEER,20.0,LEAD,74000.0,German,1000+,FINANCE,2020
922,38,Female,DÜSSELDORF,DATA SCIENTIST,14.0,MIDDLE,70000.0,German,1000+,PRODUCT,2020
923,27,Male,NÜRNBERG,QA ENGINEER,3.0,MIDDLE,55000.0,German,101-1000,CONSULTING / AGENCY,2020
924,26,Male,BERLIN,BACKEND DEVELOPER,2.0,JUNIOR,25000.0,German,11-50,PRODUCT,2020
925,26,Male,AMSTERDAM,DATA SCIENTIST,2.0,JUNIOR,48000.0,English,51-100,FINTECH,2020
926,34,Male,STUTTGART ,SOFTWARE ENGINEER,6.0,HEAD,90000.0,German,1000+,PRODUCT,2020
927,25,Male,STUTTGART,DATA SCIENTIST,0.0,JUNIOR,58000.0,German,1000+,HANDEL ,2020
928,30,Male,FRANKFURT,BIG DATA ENGINEER,3.0,MIDDLE,65000.0,English,101-1000,CONSULTING AND PRODUCT,2020
929,35,Male,BERLIN,DESIGNER (UI/UX),10.0,SENIOR,50400.0,German,11-50,CONSULTING / AGENCY,2020
930,30,Male,CRACOW,BUSINESS ANALYST,7.0,SENIOR,68500.0,English,51-100,CONSULTING / AGENCY,2020
931,26,Male,BERLIN,SOFTWARE ENGINEER,5.0,MIDDLE,69000.0,English,101-1000,PRODUCT,2020
932,30,Female,STOCKHOLM,QA ENGINEER,7.0,SENIOR,48000.0,English,51-100,PRODUCT,2020
933,33,Female,BRUNSWICK,SOFTWARE ENGINEER,6.0,MIDDLE,58000.0,German,1000+,PRODUCT,2020
934,26,Male,BERLIN,BACKEND DEVELOPER,6.0,SENIOR,70000.0,English,1000+,PRODUCT,2020
935,29,Male,BERLIN,DATA SCIENTIST,6.0,MIDDLE,57000.0,English,up to 10,STARTUP,2020
936,36,Male,ZURICH,DATA SCIENTIST,5.0,SENIOR,106000.0,English,11-50,PRODUCT,2020
937,23,Male,DUBLIN,DATA ANALYST,3.0,SENIOR,49200.0,English,1000+,PRODUCT,2020
938,45,Male,MADRID,DATA SCIENTIST,2.0,SENIOR,42000.0,Spanish,101-1000,CONSULTING / AGENCY,2020
939,41,Male,ROME,CTO,22.0,HEAD,50000.0,Italian,51-100,PRODUCT,2020
940,28,Male,BERLIN,ML ENGINEER,1.0,JUNIOR,43000.0,English,up to 10,STARTUP,2020
941,35,Male,BERLIN,DATA SCIENTIST,12.0,SENIOR,77000.0,English,1000+,STARTUP,2020
942,37,Female,BERLIN,DATA SCIENTIST,8.0,MIDDLE,67000.0,English,1000+,STARTUP,2020
943,26,Male,LISBON,SOFTWARE ENGINEER,4.0,MIDDLE,21000.0,English,51-100,PRODUCT,2020
944,30,Male,BARCELONA,DATA SCIENTIST,5.0,SENIOR,40000.0,Spanish,1000+,CONSULTING / AGENCY,2020
945,24,Male,SOFIA,ML ENGINEER,5.0,SENIOR,64000.0,English,11-50,STARTUP,2020
